Nordic_number,Stockout_start,Stockout_end
092616,2018-10-09,2018-10-09
092616,2018-10-12,2018-10-25
092616,2019-02-12,2019-02-27
092616,2019-05-21,2019-06-03
092616,2019-06-13,2019-06-14
092616,2019-06-18,2019-07-12
092616,2020-05-04,2020-05-07
092616,2020-06-15,2020-06-30
092616,2020-09-08,2020-09-30
092616,2020-12-15,2021-01-06
092620,2018-05-21,2018-05-21
092644,2018-06-04,2018-06-06
092644,2019-09-03,2019-09-03
092655,2020-10-28,2020-10-28
092694,2018-09-14,2018-09-19
092694,2018-09-27,2018-09-28
092694,2018-11-26,2018-11-28
092694,2020-12-03,2021-01-06
092790,2019-06-17,2019-07-01
092790,2019-07-08,2019-07-08
092790,2019-07-16,2019-07-17
092799,2018-04-04,2018-04-10
092799,2019-06-11,2019-06-11
092799,2019-06-13,2019-06-13
092799,2020-09-24,2020-09-24
092799,2020-09-28,2020-12-21
092806,2019-03-12,2019-05-29
092806,2019-06-04,2019-06-14
092806,2019-06-18,2019-08-01
092806,2019-08-19,2019-08-19
092806,2020-01-20,2020-01-20
092806,2020-01-23,2020-03-19
092806,2020-04-24,2020-07-22
092817,2018-11-28,2018-11-29
092817,2018-12-07,2018-12-07
092817,2018-12-28,2019-01-01
092817,2019-01-07,2019-06-13
092837,2018-01-03,2018-01-26
092837,2019-11-27,2020-02-06
092837,2020-07-29,2020-08-20
092837,2020-08-31,2021-01-06
092849,2020-01-27,2020-01-31
092851,2018-04-10,2018-04-11
092851,2018-05-18,2018-05-28
092851,2018-06-18,2018-06-18
092851,2018-08-09,2018-09-21
092851,2018-10-09,2018-12-14
092852,2019-10-08,2019-10-09
092852,2020-03-09,2020-03-16
092869,2018-07-09,2018-07-27
092869,2019-12-17,2019-12-18
092869,2020-09-22,2020-09-23
092878,2018-08-24,2019-05-31
092878,2020-01-01,2020-01-06
092886,2020-08-25,2020-09-03
092886,2020-09-08,2020-09-08
092887,2018-01-05,2018-01-05
092887,2018-01-09,2018-01-10
092887,2018-02-21,2019-05-31
092887,2019-11-22,2019-11-26
092937,2019-04-22,2019-04-25
092940,2018-01-04,2018-01-05
092940,2018-01-09,2018-02-05
092940,2018-06-29,2018-07-03
092940,2018-07-09,2018-07-09
092940,2018-10-12,2018-10-12
092940,2019-05-14,2019-05-21
092940,2019-06-11,2019-06-14
092940,2019-11-07,2019-11-07
092940,2020-01-23,2020-01-24
092940,2020-01-30,2020-02-03
092940,2020-06-03,2020-06-09
092940,2020-06-11,2020-06-11
092940,2020-06-24,2020-06-24
092940,2020-06-26,2020-07-03
092940,2020-08-12,2020-08-12
092940,2020-09-11,2020-09-11
092940,2020-09-25,2020-09-25
092940,2020-09-30,2020-09-30
093016,2019-08-12,2019-10-25
093020,2018-02-02,2018-02-06
093020,2018-02-27,2018-03-01
093020,2018-09-12,2018-09-13
093020,2019-02-28,2019-03-06
093020,2019-05-31,2019-05-31
093020,2020-10-29,2020-12-21
093025,2018-01-01,2018-01-05
093025,2018-01-23,2018-01-23
093025,2018-06-07,2018-06-08
093025,2018-12-28,2019-03-15
093027,2019-09-24,2019-11-08
093027,2020-12-08,2021-01-06
093038,2019-04-17,2019-04-17
093038,2019-08-07,2019-11-07
093038,2019-11-12,2019-11-12
093038,2019-11-18,2019-11-18
093038,2020-07-17,2020-07-17
093041,2018-04-11,2018-04-12
093041,2019-04-16,2019-06-06
093041,2020-01-31,2020-01-31
093041,2020-02-12,2020-03-12
093041,2020-04-08,2020-08-17
093070,2019-09-06,2019-09-06
093070,2019-10-01,2019-10-10
093070,2019-11-13,2020-02-18
093070,2020-02-21,2020-08-20
093070,2020-08-31,2020-10-02
093096,2018-08-22,2018-08-22
093096,2020-04-20,2020-04-30
093096,2020-05-06,2020-05-15
093096,2020-11-11,2021-01-06
093112,2019-03-05,2019-03-05
093112,2019-11-20,2020-02-18
093112,2020-02-21,2020-08-20
093112,2020-08-31,2020-10-02
093140,2019-04-05,2019-06-04
093140,2019-09-16,2019-10-24
093140,2020-08-26,2020-10-30
093140,2020-12-14,2021-01-06
093153,2019-01-25,2019-02-05
093153,2019-03-07,2019-03-07
093153,2019-03-12,2019-03-13
093153,2019-10-17,2020-10-08
093153,2020-10-21,2020-10-21
093159,2020-07-06,2020-07-13
093159,2020-07-31,2020-07-31
093159,2020-08-10,2020-08-12
093178,2020-06-30,2020-07-03
093178,2020-07-07,2020-07-07
093178,2020-07-09,2020-07-09
093178,2020-07-14,2020-07-14
093228,2020-07-15,2020-08-06
093252,2018-01-04,2018-01-04
093252,2018-04-05,2018-04-06
093252,2019-09-27,2019-09-27
093252,2019-11-01,2019-11-06
093252,2019-11-18,2019-11-18
093252,2019-11-22,2019-11-22
093252,2019-11-27,2019-11-29
093252,2019-12-13,2019-12-16
093252,2019-12-18,2020-01-06
093252,2020-01-08,2020-01-10
093252,2020-01-27,2020-02-06
093252,2020-03-10,2020-03-23
093252,2020-03-31,2020-04-06
093252,2020-04-20,2020-05-05
093252,2020-05-18,2020-05-18
093252,2020-06-01,2020-06-02
093252,2020-06-04,2020-06-10
093252,2020-07-10,2020-07-13
093252,2020-07-27,2020-08-05
093252,2020-09-22,2020-09-25
093252,2020-10-01,2020-10-09
093252,2020-10-23,2020-10-23
093252,2020-10-28,2020-10-30
093257,2018-11-15,2018-12-13
093257,2019-01-25,2019-03-08
093257,2019-03-25,2019-04-09
093257,2019-08-12,2019-09-17
093257,2019-09-19,2019-09-19
093257,2020-01-09,2020-04-03
093257,2020-09-04,2020-11-04
093257,2020-11-30,2020-12-01
093257,2020-12-04,2020-12-04
093260,2018-04-16,2018-04-17
093260,2018-09-07,2019-02-18
093260,2019-03-05,2019-03-06
093260,2019-11-18,2019-11-18
093260,2019-11-22,2019-11-22
093260,2019-12-02,2019-12-02
093260,2019-12-30,2020-01-06
093260,2020-02-06,2020-02-07
093260,2020-09-02,2020-09-04
093270,2019-12-06,2020-05-22
093273,2018-03-13,2018-03-13
093273,2020-10-20,2020-10-20
093273,2020-11-03,2021-01-06
093278,2019-04-03,2019-04-22
093278,2019-07-02,2019-07-23
093295,2018-12-17,2018-12-28
093295,2020-05-13,2020-08-17
093343,2020-11-10,2020-12-07
093416,2018-01-01,2018-04-17
093416,2018-05-01,2018-05-01
093416,2018-05-08,2018-05-17
093416,2018-05-28,2019-06-06
093416,2019-12-03,2019-12-05
093416,2020-07-13,2020-07-13
093416,2020-10-30,2020-10-30
093416,2020-12-10,2020-12-21
093425,2018-09-10,2018-10-05
093496,2020-07-29,2020-07-29
093521,2018-01-01,2018-01-05
093521,2018-01-19,2018-01-26
093521,2018-02-21,2018-03-07
093521,2018-03-09,2018-03-12
093521,2018-03-14,2018-03-14
093521,2018-08-23,2018-08-30
093521,2018-09-10,2018-09-12
093521,2018-12-04,2018-12-04
093521,2020-01-10,2020-01-10
093521,2020-03-24,2020-04-03
093521,2020-06-16,2020-06-18
093521,2020-06-29,2020-07-27
093521,2020-07-29,2020-08-13
093521,2020-08-17,2020-10-16
093588,2018-10-15,2018-10-15
093588,2018-10-18,2018-11-19
093588,2018-11-26,2018-11-26
093588,2020-04-08,2020-04-08
093588,2020-04-15,2020-04-15
093588,2020-05-01,2020-05-01
093588,2020-05-13,2020-05-13
093588,2020-05-25,2020-07-28
093588,2020-07-30,2020-07-30
093588,2020-08-11,2020-08-17
093618,2018-04-10,2018-05-04
093618,2018-05-08,2018-05-08
093618,2018-07-03,2018-08-06
093618,2018-10-08,2018-10-11
093618,2019-12-23,2019-12-27
093668,2018-01-01,2018-07-18
093668,2018-07-31,2018-07-31
093668,2021-01-05,2021-01-06
093687,2018-07-17,2018-11-02
093725,2020-07-27,2020-07-27
093725,2020-08-10,2020-08-10
093757,2018-07-10,2018-07-10
093757,2018-08-03,2018-08-24
093827,2018-01-05,2018-01-08
093827,2018-02-08,2018-02-09
093827,2019-09-18,2019-09-18
093827,2021-01-05,2021-01-06
093838,2018-05-02,2018-05-02
093838,2018-05-31,2018-05-31
093838,2018-09-12,2018-09-12
093838,2019-05-02,2019-05-02
093838,2019-05-16,2019-05-16
093838,2019-07-01,2019-07-08
093838,2019-08-02,2019-08-07
093838,2019-08-30,2019-09-02
093838,2019-09-05,2019-09-09
093838,2019-09-11,2019-09-11
093838,2019-09-13,2019-09-30
093838,2019-10-04,2019-10-09
093838,2019-10-17,2019-10-17
093838,2019-10-24,2019-12-09
093838,2020-04-02,2020-04-08
093838,2020-06-15,2020-06-24
093838,2020-07-07,2020-07-07
093838,2020-08-12,2020-08-17
093838,2020-09-17,2020-09-30
093843,2019-11-06,2019-11-06
093843,2019-11-11,2019-11-11
093843,2019-11-13,2019-11-14
093843,2019-11-20,2019-12-05
093843,2019-12-09,2020-02-07
093877,2020-04-16,2020-07-28
093882,2018-09-10,2018-09-10
093882,2018-09-24,2019-04-09
093882,2019-04-22,2019-06-14
093882,2019-11-19,2020-01-28
093882,2020-01-31,2020-02-07
093882,2020-03-23,2020-03-23
093882,2020-05-19,2020-05-19
093882,2020-05-22,2020-06-16
093882,2020-06-19,2020-07-24
093927,2018-05-21,2018-05-21
093967,2019-02-19,2019-02-22
093967,2019-03-19,2019-04-16
093967,2019-06-04,2019-06-06
093967,2019-06-12,2019-06-18
093967,2020-01-16,2020-01-16
093967,2020-01-21,2020-02-07
093968,2018-06-29,2018-07-23
093968,2018-08-23,2018-08-23
093968,2018-10-09,2018-10-22
093968,2018-11-20,2019-02-08
093981,2018-01-03,2018-01-04
093981,2018-01-11,2018-01-11
093981,2018-07-18,2018-07-18
093981,2018-07-20,2018-07-27
093981,2018-07-31,2018-08-02
093981,2018-08-17,2018-08-17
093981,2021-01-06,2021-01-06
094012,2019-07-16,2019-10-04
094012,2020-07-03,2020-07-20
094132,2020-06-12,2020-07-27
094132,2020-09-02,2020-11-16
094132,2020-11-18,2020-12-07
094132,2020-12-10,2020-12-10
094133,2018-01-01,2018-08-27
094133,2018-09-20,2018-09-20
094156,2018-01-15,2018-01-26
094167,2018-01-01,2018-01-26
094190,2019-10-10,2019-10-11
094190,2020-07-01,2020-07-02
094190,2020-08-06,2020-08-07
094190,2020-08-12,2020-08-12
094264,2019-01-10,2019-01-10
094264,2019-04-08,2019-04-11
094264,2019-05-01,2019-11-29
094281,2019-12-11,2019-12-20
094293,2020-01-27,2020-02-07
094311,2018-06-07,2018-07-27
094311,2018-09-18,2018-10-23
094311,2018-11-06,2018-11-20
094311,2018-11-30,2019-01-01
094311,2019-01-08,2019-04-05
094314,2018-03-05,2018-03-09
094314,2019-12-18,2019-12-18
094323,2018-01-18,2018-03-23
094323,2019-12-18,2019-12-18
094327,2018-04-24,2018-05-18
094327,2018-05-23,2018-05-23
094327,2018-05-30,2018-06-04
094327,2018-10-25,2018-10-29
094332,2018-03-06,2018-03-09
094332,2019-12-17,2019-12-18
094338,2018-06-11,2018-06-11
094343,2018-04-10,2018-08-02
094345,2018-01-03,2018-02-13
094345,2019-04-09,2019-04-09
094345,2019-11-04,2019-12-27
094345,2020-02-04,2020-02-06
094345,2020-02-10,2020-02-10
094345,2020-02-21,2020-04-30
094361,2019-11-05,2019-11-19
094361,2019-11-21,2019-12-02
094361,2020-12-04,2020-12-04
094372,2019-07-30,2019-08-02
094372,2019-10-08,2019-12-02
094384,2020-07-27,2020-07-27
094433,2020-06-12,2020-06-12
094452,2018-05-02,2018-05-08
094452,2020-03-24,2020-03-24
094452,2020-04-03,2020-04-07
094520,2020-04-07,2020-04-07
094568,2019-01-24,2019-01-24
094568,2019-01-29,2019-01-30
094568,2019-02-04,2019-02-04
094568,2019-03-18,2019-04-25
094568,2020-02-21,2020-03-10
094624,2019-07-01,2020-08-17
094651,2018-03-27,2018-03-27
094651,2018-06-06,2019-02-01
094651,2019-02-12,2019-07-26
094767,2018-01-12,2018-01-15
094767,2018-04-05,2018-04-17
094767,2018-06-07,2018-06-08
094767,2018-06-14,2018-06-14
094767,2018-06-22,2018-06-25
094767,2018-10-03,2018-10-08
094767,2018-10-15,2018-10-22
094767,2018-11-21,2018-11-22
094767,2018-12-18,2019-01-01
094767,2019-01-07,2019-01-07
094767,2019-02-19,2019-02-19
094767,2019-02-27,2019-04-09
094767,2019-04-24,2019-04-24
094767,2019-05-10,2019-05-13
094767,2019-06-12,2019-06-13
094767,2019-07-02,2019-07-24
094767,2019-07-29,2019-08-23
094767,2019-09-09,2019-09-09
094767,2019-10-21,2019-10-31
094767,2019-11-19,2019-12-05
094767,2019-12-09,2019-12-09
094767,2019-12-11,2019-12-27
094767,2020-02-11,2020-02-11
094767,2020-03-03,2020-03-17
094767,2020-03-23,2020-03-23
094767,2020-05-07,2020-05-07
094767,2020-06-09,2020-06-09
094767,2020-10-01,2021-01-06
094779,2018-01-01,2018-01-29
094779,2018-04-05,2018-04-06
094779,2018-11-20,2019-02-20
094779,2019-05-08,2019-11-28
094779,2019-12-03,2020-02-07
094786,2020-01-21,2020-01-21
094786,2020-04-29,2020-05-25
094786,2020-06-22,2020-07-16
094786,2020-07-20,2020-10-30
094790,2020-03-25,2020-08-20
094790,2020-08-31,2021-01-06
094812,2019-03-07,2019-03-07
094827,2018-02-07,2018-02-13
094827,2018-03-27,2018-04-17
094827,2018-05-03,2018-05-11
094827,2018-06-11,2018-06-14
094827,2018-06-26,2018-07-11
094827,2018-09-11,2018-09-12
094827,2018-09-24,2018-10-24
094827,2018-11-14,2018-11-14
094827,2018-11-19,2018-11-27
094827,2019-01-14,2019-03-21
094827,2019-12-03,2019-12-03
094827,2020-04-06,2020-04-15
094827,2020-06-16,2020-06-16
094827,2020-12-03,2021-01-06
094877,2018-01-01,2018-03-09
094912,2018-02-13,2018-02-13
094912,2018-06-27,2018-06-28
094912,2018-08-01,2018-08-10
094912,2018-08-16,2018-08-17
094912,2018-11-02,2018-12-04
094912,2018-12-18,2019-01-08
094912,2019-01-10,2019-01-10
094912,2019-01-16,2019-01-30
094912,2019-05-21,2019-05-21
094912,2019-05-28,2019-06-07
094912,2019-06-12,2020-12-21
095005,2019-01-31,2019-01-31
095005,2019-03-07,2019-03-07
095005,2019-03-11,2019-03-11
095005,2019-05-24,2019-05-24
095005,2019-07-25,2019-07-26
095005,2019-10-07,2019-10-08
095005,2019-12-05,2019-12-05
095005,2019-12-16,2019-12-17
095005,2019-12-19,2019-12-20
095005,2020-03-24,2020-03-24
095005,2020-09-25,2020-09-25
095021,2019-09-04,2019-10-09
095021,2019-11-05,2020-05-01
095056,2019-09-02,2019-09-23
095096,2018-05-29,2018-08-07
095096,2018-09-06,2018-09-10
095096,2019-11-13,2020-05-27
095195,2018-07-17,2018-07-30
095195,2020-11-30,2021-01-06
095241,2018-01-01,2018-01-09
095241,2018-07-24,2018-08-09
095241,2020-07-21,2020-12-21
095254,2019-01-22,2019-01-31
095254,2019-02-04,2019-02-07
095254,2019-02-11,2019-02-18
095254,2019-10-10,2019-10-28
095254,2019-11-01,2019-11-04
095254,2019-11-06,2019-12-05
095254,2019-12-09,2019-12-20
095254,2019-12-27,2019-12-27
095254,2020-01-07,2020-01-09
095254,2020-01-14,2020-01-22
095254,2020-01-28,2020-02-07
095259,2018-03-13,2018-04-30
095259,2020-01-10,2020-01-13
095259,2020-01-16,2020-01-16
095259,2020-08-11,2020-10-02
095281,2018-01-01,2018-02-23
095314,2018-01-01,2018-07-10
095314,2018-07-31,2018-08-10
095314,2018-09-11,2018-09-21
095314,2018-10-12,2018-10-19
095314,2018-11-05,2018-11-06
095314,2018-11-08,2018-11-12
095314,2018-11-20,2019-01-09
095314,2019-01-23,2019-08-23
095314,2019-08-28,2019-10-16
095314,2019-10-22,2019-11-01
095314,2019-11-08,2019-11-18
095314,2019-12-20,2020-01-09
095314,2020-02-11,2020-02-17
095314,2020-03-03,2020-03-24
095314,2020-04-15,2020-04-15
095314,2020-05-12,2020-05-25
095314,2020-06-01,2020-06-01
095314,2020-06-09,2020-06-16
095314,2020-07-13,2020-07-16
095314,2020-09-25,2020-10-22
095314,2020-12-29,2021-01-06
095410,2019-01-09,2019-01-10
095410,2019-02-25,2019-02-27
095410,2020-03-30,2020-03-30
095410,2020-04-22,2020-04-24
095421,2018-04-10,2018-04-10
095432,2020-03-24,2020-03-24
095495,2020-03-25,2020-06-10
095501,2018-01-01,2018-06-01
095506,2018-03-16,2018-03-16
095506,2018-03-20,2018-03-26
095506,2018-07-03,2018-07-12
095512,2018-01-01,2018-01-01
095512,2018-02-27,2018-04-06
095523,2018-01-09,2019-01-10
095526,2018-01-30,2018-01-31
095526,2018-02-02,2018-05-04
095526,2018-07-17,2018-09-21
095528,2019-02-08,2019-03-22
095528,2019-07-15,2019-08-14
095535,2018-01-01,2018-01-04
095535,2018-02-27,2018-08-10
095535,2018-08-28,2019-01-10
095575,2018-10-04,2018-12-27
095575,2019-03-07,2019-12-27
095576,2019-01-04,2019-01-04
095576,2019-01-11,2019-02-25
095576,2019-02-28,2019-03-08
095576,2019-03-13,2019-04-05
095576,2019-09-18,2019-09-20
095588,2020-03-17,2020-03-19
095623,2020-04-08,2020-04-14
095652,2019-12-02,2019-12-02
095680,2018-10-19,2018-10-19
095755,2018-01-30,2018-01-31
095755,2018-02-02,2018-02-26
095755,2018-02-28,2018-05-09
095755,2018-05-16,2018-05-18
095787,2018-03-09,2018-03-09
095787,2018-03-13,2018-07-16
095787,2019-03-25,2019-04-09
095787,2019-04-11,2019-06-14
095787,2019-07-15,2020-03-09
095798,2019-04-16,2019-04-16
095798,2020-03-12,2020-03-13
095805,2018-11-29,2018-12-28
095805,2019-02-28,2019-03-01
095805,2019-03-05,2019-03-08
095825,2018-06-20,2018-06-21
095825,2018-07-03,2018-07-03
095825,2018-07-06,2018-07-13
095825,2018-07-25,2018-07-26
095825,2018-08-06,2018-11-27
095825,2019-09-27,2019-09-27
095825,2019-10-07,2019-10-07
095825,2020-06-12,2020-06-12
095825,2020-09-01,2020-09-03
095825,2020-09-08,2020-09-08
095825,2020-09-21,2020-09-23
095825,2020-10-06,2020-10-07
095839,2018-06-08,2018-06-08
095839,2018-08-07,2018-08-10
095839,2018-08-28,2018-10-12
095839,2018-10-19,2018-10-19
095839,2018-10-23,2018-11-16
095839,2019-04-17,2019-04-25
095839,2019-04-30,2019-04-30
095839,2019-05-03,2019-05-03
095839,2019-06-06,2019-06-13
095839,2019-07-05,2019-07-26
095839,2019-08-12,2020-05-07
095839,2020-05-12,2021-01-06
095906,2020-01-15,2020-01-17
095906,2020-01-27,2020-01-27
095906,2020-02-05,2020-02-07
095964,2019-07-17,2019-07-17
095964,2019-07-22,2019-07-22
095964,2019-07-25,2019-07-26
095964,2019-11-21,2019-11-21
096070,2019-04-16,2019-04-26
096070,2019-11-27,2019-11-27
096070,2019-11-29,2019-12-13
096070,2019-12-30,2020-01-10
096083,2018-01-04,2018-01-05
096083,2019-01-03,2019-01-10
096083,2020-03-06,2020-03-06
096100,2020-02-25,2020-03-23
096100,2020-04-07,2020-04-15
096147,2019-06-07,2019-06-07
096147,2020-08-04,2020-09-01
096147,2020-09-08,2020-10-15
096147,2020-11-13,2021-01-06
096158,2020-09-08,2020-09-08
096158,2020-09-16,2021-01-06
096159,2018-11-15,2018-11-16
096159,2018-11-21,2018-11-21
096159,2018-12-05,2018-12-14
096169,2019-06-06,2019-06-06
096169,2019-10-08,2019-10-08
096169,2020-04-15,2020-04-15
096169,2020-09-01,2020-09-09
096169,2020-10-08,2020-10-12
096169,2020-10-19,2020-10-30
096178,2019-07-04,2019-08-23
096200,2019-09-11,2019-09-23
096200,2019-11-28,2019-11-29
096200,2019-12-20,2020-01-14
096205,2018-03-08,2018-03-19
096205,2018-03-21,2018-04-17
096205,2018-05-04,2018-05-09
096205,2018-07-16,2018-07-16
096205,2019-01-29,2019-02-05
096205,2019-03-29,2019-04-11
096205,2019-07-18,2019-10-22
096205,2019-11-14,2019-12-19
096205,2020-01-06,2020-02-07
096205,2020-03-19,2020-04-15
096205,2020-07-24,2020-08-04
096205,2020-08-06,2020-08-17
096205,2020-08-28,2020-09-11
096205,2020-09-16,2020-10-30
096215,2019-10-08,2019-10-08
096215,2020-02-20,2020-04-15
096223,2019-09-19,2019-10-04
096250,2018-01-01,2019-03-08
096260,2020-06-16,2020-06-16
096260,2020-06-19,2020-06-19
096260,2020-07-23,2020-08-11
096416,2018-04-09,2018-05-09
096416,2018-08-15,2018-09-05
096416,2018-09-12,2018-09-12
096416,2018-10-22,2018-10-22
096416,2018-11-23,2019-03-13
096416,2019-09-25,2019-09-26
096416,2019-10-01,2019-10-30
096416,2020-06-16,2020-06-16
096416,2020-06-24,2020-06-24
096416,2020-06-29,2020-06-29
096416,2020-10-16,2020-10-19
096442,2018-04-30,2018-04-30
096442,2018-05-03,2018-05-17
096442,2018-05-25,2018-05-28
096442,2018-06-01,2018-08-01
096442,2018-09-17,2018-10-01
096442,2018-10-04,2018-10-29
096442,2018-10-31,2018-11-01
096442,2018-11-05,2018-11-14
096442,2018-11-16,2018-12-10
096442,2018-12-14,2019-01-10
096442,2019-07-05,2019-10-02
096442,2019-10-04,2020-01-07
096442,2020-03-11,2020-03-27
096442,2020-04-17,2020-05-22
096450,2018-05-08,2018-07-09
096450,2018-07-13,2018-07-26
096450,2018-07-31,2018-08-06
096450,2018-08-13,2018-08-23
096450,2018-08-29,2018-08-31
096450,2018-09-04,2018-10-03
096450,2019-10-10,2019-12-27
096488,2019-11-15,2019-11-18
096488,2020-08-28,2020-08-28
096491,2018-05-01,2018-05-04
096515,2020-10-28,2020-10-29
096565,2020-06-30,2020-06-30
096565,2020-07-10,2020-07-13
096565,2020-09-01,2020-09-02
096565,2020-09-07,2020-09-07
096598,2018-01-01,2018-07-30
096598,2018-08-20,2018-08-20
096598,2018-09-21,2018-09-21
096598,2018-10-15,2020-02-18
096598,2020-02-21,2020-08-20
096598,2020-08-31,2021-01-06
096648,2018-04-30,2018-04-30
096648,2018-05-03,2018-05-03
096648,2018-05-18,2018-05-18
096648,2018-08-16,2018-08-16
096648,2020-01-10,2020-01-13
096648,2020-01-16,2020-01-16
096648,2020-02-10,2020-02-10
096648,2020-02-17,2020-03-17
096648,2020-05-22,2020-05-22
096648,2020-09-04,2020-09-04
096648,2020-09-23,2020-09-24
096648,2020-10-02,2020-10-05
096648,2020-10-08,2021-01-06
096679,2019-05-23,2019-05-24
096679,2019-05-28,2019-05-29
096679,2020-01-10,2020-01-10
096679,2020-06-15,2020-06-15
096679,2020-07-27,2020-07-27
096679,2020-07-29,2020-08-10
096685,2018-04-05,2018-04-16
096685,2018-08-15,2018-08-30
096685,2018-10-10,2018-11-14
096685,2018-11-27,2019-03-01
096686,2018-03-27,2018-04-11
096686,2018-04-18,2018-06-11
096686,2019-01-15,2019-03-25
096686,2019-05-08,2019-07-26
096707,2019-12-13,2021-01-06
096770,2019-08-12,2019-08-12
096802,2020-05-05,2020-05-25
096802,2020-11-19,2021-01-06
096862,2018-01-04,2018-01-04
096862,2018-03-19,2018-03-19
096862,2018-04-12,2018-04-23
096862,2018-08-23,2018-10-08
096862,2018-10-15,2018-10-15
096862,2020-07-14,2020-08-17
096973,2019-12-16,2019-12-27
096973,2020-01-13,2020-01-24
096973,2020-06-23,2020-07-27
096973,2020-09-15,2021-01-06
096977,2020-06-25,2021-01-06
097008,2018-01-01,2018-01-04
097008,2018-01-08,2018-01-26
097008,2018-02-28,2018-02-28
097008,2018-03-08,2018-03-08
097008,2018-03-15,2018-03-16
097008,2018-03-21,2018-05-15
097008,2018-05-17,2018-06-01
097008,2018-06-06,2018-06-27
097008,2018-07-03,2018-12-28
097040,2020-09-14,2020-09-30
097061,2018-08-14,2018-08-17
097087,2018-10-23,2018-10-23
097087,2020-01-14,2020-01-23
097087,2020-01-27,2020-02-07
097303,2018-12-11,2019-01-10
097303,2019-10-02,2019-10-04
097303,2019-10-14,2019-10-25
097303,2019-11-01,2019-12-13
097311,2018-12-12,2018-12-27
097311,2019-01-08,2019-01-10
097311,2019-10-01,2019-10-25
097311,2019-11-01,2019-12-13
097455,2018-01-01,2018-01-12
097455,2020-04-15,2020-05-06
097455,2020-05-22,2020-05-22
097455,2020-05-29,2020-06-29
097455,2020-07-02,2020-07-07
097455,2020-07-09,2020-07-09
097455,2020-07-13,2020-07-13
097455,2020-07-17,2020-07-27
097455,2020-07-29,2020-10-30
097461,2018-10-16,2018-10-17
097461,2019-07-31,2019-08-16
097461,2019-09-09,2019-09-09
097461,2019-09-23,2019-09-23
097461,2020-01-08,2020-10-30
097461,2021-01-05,2021-01-05
097470,2020-06-04,2020-06-19
097470,2020-06-23,2020-06-23
097470,2020-06-25,2020-06-25
097470,2020-11-03,2021-01-06
097479,2019-02-22,2019-02-22
097488,2018-07-03,2018-10-02
